displacement_cc,cylinder_count,engine_cycle,bore_mm,stroke_mm,fuel_system_type,fuel_injection,cooling_Air,cooling_Liquid,cooling_Oil & air,gear_count,is_automatic,transmission_Belt   (final drive),transmission_Chain   (final drive),transmission_Shaft drive (cardan)   (final drive),front_tyre_width,front_tyre_aspect,front_tyre_rim,rear_tyre_width,rear_tyre_aspect,rear_tyre_rim
562.0,2.0,4.0,70.0,73.0,Injection,1,0,1,0,,1,1,0,0,,,,,,
499.0,2.0,4.0,66.0,73.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,15.0,160.0,60.0,15.0
499.0,2.0,4.0,66.0,73.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,15.0,160.0,60.0,15.0
499.0,2.0,4.0,66.0,73.0,Injection,1,0,1,0,,1,1,0,0,,,,,,
499.0,2.0,4.0,66.0,73.0,Injection,1,0,1,0,,1,1,0,0,,,,,,
499.0,2.0,4.0,66.0,73.0,Injection,1,0,1,0,,1,1,0,0,,,,,,
499.0,2.0,4.0,66.0,73.0,Injection,1,0,1,0,,1,1,0,0,,,,,,
499.0,2.0,4.0,66.0,73.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,15.0,160.0,60.0,15.0
499.0,2.0,4.0,66.0,73.0,Injection,1,0,1,0,,1,1,0,0,,,,,,
530.0,2.0,4.0,68.0,73.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,15.0,160.0,60.0,15.0
530.0,2.0,4.0,68.0,73.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,15.0,160.0,60.0,15.0
530.0,2.0,4.0,68.0,73.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,15.0,160.0,60.0,15.0
499.0,2.0,4.0,66.0,73.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,15.0,160.0,60.0,15.0
530.0,2.0,4.0,66.0,73.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,15.0,160.0,60.0,15.0
530.0,2.0,4.0,66.0,73.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,15.0,160.0,60.0,15.0
530.0,2.0,4.0,68.0,73.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,15.0,160.0,60.0,15.0
530.0,2.0,4.0,68.0,73.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,15.0,160.0,60.0,15.0
530.0,2.0,4.0,66.0,73.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,15.0,160.0,60.0,15.0
499.0,2.0,4.0,66.0,73.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,15.0,160.0,60.0,15.0
499.0,2.0,4.0,66.0,73.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,15.0,160.0,60.0,15.0
562.0,2.0,4.0,70.0,73.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,15.0,160.0,60.0,15.0
499.0,2.0,4.0,66.0,73.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,15.0,160.0,60.0,15.0
499.0,2.0,4.0,66.0,73.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,15.0,160.0,60.0,15.0
499.0,2.0,4.0,66.0,73.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,15.0,160.0,60.0,15.0
499.0,2.0,4.0,66.0,73.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,15.0,160.0,60.0,15.0
499.0,2.0,4.0,66.0,73.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,15.0,160.0,60.0,15.0
595.0,1.0,4.0,95.0,84.0,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,,,
123.7,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,14.0
124.0,1.0,2.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,80.0,17.0,90.0,90.0,14.0
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,80.0,19.0,90.0,90.0,16.0
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
223.0,1.0,4.0,70.0,58.0,Carburettor,0,1,0,0,6.0,0,0,1,0,80.0,100.0,18.0,100.0,100.0,18.0
223.0,1.0,4.0,70.0,58.0,Carburettor,0,1,0,0,6.0,0,0,1,0,80.0,100.0,18.0,100.0,100.0,18.0
223.0,1.0,4.0,70.0,58.0,Carburettor,0,1,0,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
223.0,1.0,4.0,70.0,58.0,Carburettor,0,1,0,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
223.0,1.0,4.0,70.0,58.0,Carburettor,0,1,0,0,6.0,0,0,1,0,80.0,80.0,21.0,100.0,90.0,18.0
249.0,1.0,4.0,73.0,59.6,Carburettor,0,1,0,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
49.0,1.0,4.0,36.0,48.6,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
89.0,1.0,4.0,47.0,51.8,Carburettor,0,1,0,0,3.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,14.0
89.0,1.0,4.0,47.0,51.8,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
110.0,1.0,4.0,51.0,54.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
110.0,1.0,4.0,51.0,54.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
110.0,1.0,4.0,51.0,54.0,Carburettor,0,1,0,0,4.0,0,0,1,0,70.0,14.0,4.0,90.0,12.0,4.0
110.0,1.0,4.0,51.0,54.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
110.0,1.0,4.0,51.0,54.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
110.0,1.0,4.0,51.0,54.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
110.0,1.0,4.0,51.0,54.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
110.0,1.0,4.0,51.0,54.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
110.0,1.0,4.0,51.0,54.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
110.0,1.0,4.0,51.0,54.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
110.0,1.0,4.0,51.0,54.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
110.0,1.0,4.0,51.0,54.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
110.0,1.0,4.0,51.0,54.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
110.0,1.0,4.0,51.0,54.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
123.7,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,,,
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,,,
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,,,
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,,,
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,,,
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,,,
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,,,
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,,,
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
123.7,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,,,
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,90.0,16.0
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,90.0,16.0
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,90.0,16.0
223.0,1.0,4.0,70.0,58.0,Carburettor,0,1,0,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
223.0,1.0,4.0,70.0,58.0,Carburettor,0,1,0,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
223.0,1.0,4.0,70.0,58.0,Carburettor,0,1,0,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
223.0,1.0,4.0,70.0,58.0,Carburettor,0,1,0,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
223.0,1.0,4.0,70.0,58.0,Carburettor,0,1,0,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
223.0,1.0,4.0,70.0,58.0,Carburettor,0,1,0,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
223.0,1.0,4.0,70.0,58.0,Carburettor,0,1,0,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
223.0,1.0,4.0,70.0,58.0,Carburettor,0,1,0,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
223.0,1.0,4.0,70.0,58.0,Carburettor,0,1,0,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
223.0,1.0,4.0,70.0,58.0,Carburettor,0,1,0,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
49.0,1.0,4.0,36.0,48.6,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
49.0,1.0,4.0,36.0,48.6,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
49.0,1.0,4.0,36.0,48.6,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
49.0,1.0,4.0,36.0,48.6,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
49.0,1.0,4.0,36.0,48.6,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
49.0,1.0,4.0,36.0,48.6,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
49.0,1.0,4.0,36.0,48.6,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
49.0,1.0,4.0,36.0,48.6,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
49.0,1.0,4.0,36.0,48.6,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
49.0,1.0,4.0,36.0,48.6,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
49.0,1.0,4.0,36.0,48.6,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
49.0,1.0,4.0,36.0,48.6,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
49.0,1.0,4.0,36.0,48.6,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
49.0,1.0,4.0,36.0,48.6,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
89.0,1.0,4.0,47.0,51.8,Carburettor,0,0,1,0,5.0,0,0,1,0,,,,,,
196.0,1.0,4.0,67.0,55.7,Carburettor,0,1,0,0,5.0,0,0,1,0,130.0,80.0,18.0,180.0,80.0,14.0
196.0,1.0,4.0,67.0,55.7,Carburettor,0,1,0,0,5.0,0,0,1,0,130.0,80.0,18.0,180.0,80.0,14.0
196.0,1.0,4.0,67.0,55.7,Carburettor,0,1,0,0,5.0,0,0,1,0,130.0,80.0,18.0,180.0,80.0,14.0
196.0,1.0,4.0,67.0,55.7,Carburettor,0,1,0,0,5.0,0,0,1,0,130.0,80.0,18.0,180.0,80.0,14.0
196.0,1.0,4.0,67.0,55.7,Carburettor,0,1,0,0,5.0,0,0,1,0,130.0,80.0,18.0,180.0,80.0,14.0
196.0,1.0,4.0,67.0,55.7,Carburettor,0,1,0,0,5.0,0,0,1,0,130.0,80.0,18.0,180.0,80.0,14.0
196.0,1.0,4.0,67.0,55.7,Carburettor,0,1,0,0,5.0,0,0,1,0,130.0,80.0,18.0,180.0,80.0,14.0
196.0,1.0,4.0,67.0,55.7,Carburettor,0,1,0,0,5.0,0,0,1,0,130.0,80.0,18.0,180.0,80.0,14.0
196.0,1.0,4.0,67.0,55.7,Carburettor,0,1,0,0,5.0,0,0,1,0,130.0,80.0,18.0,180.0,80.0,14.0
196.0,1.0,4.0,67.0,55.7,Carburettor,0,1,0,0,5.0,0,0,1,0,130.0,80.0,18.0,180.0,80.0,14.0
196.0,1.0,4.0,67.0,55.7,Carburettor,0,1,0,0,5.0,0,0,1,0,130.0,80.0,18.0,180.0,80.0,14.0
196.0,1.0,4.0,67.0,55.7,Carburettor,0,1,0,0,5.0,0,0,1,0,130.0,80.0,18.0,180.0,80.0,14.0
196.0,1.0,4.0,67.0,55.7,Carburettor,0,1,0,0,5.0,0,0,1,0,130.0,80.0,18.0,180.0,80.0,14.0
196.0,1.0,4.0,67.0,55.7,Carburettor,0,1,0,0,5.0,0,0,1,0,130.0,80.0,18.0,180.0,80.0,14.0
196.0,1.0,4.0,67.0,55.7,Carburettor,0,1,0,0,5.0,0,0,1,0,130.0,80.0,18.0,180.0,80.0,14.0
196.0,1.0,4.0,67.0,55.7,Carburettor,0,1,0,0,5.0,0,0,1,0,130.0,80.0,18.0,180.0,80.0,14.0
196.0,1.0,4.0,67.0,55.7,Carburettor,0,1,0,0,5.0,0,0,1,0,130.0,80.0,18.0,180.0,80.0,14.0
196.0,1.0,4.0,67.0,55.7,Carburettor,0,1,0,0,5.0,0,0,1,0,130.0,80.0,18.0,180.0,80.0,14.0
196.0,1.0,4.0,67.0,55.7,Carburettor,0,1,0,0,5.0,0,0,1,0,130.0,80.0,18.0,180.0,80.0,14.0
50.0,1.0,2.0,40.0,39.7,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,,,
49.7,1.0,2.0,40.3,39.0,Carburettor,0,0,1,0,5.0,0,0,1,0,,,,,,
49.7,1.0,2.0,40.3,39.0,Carburettor,0,0,1,0,5.0,0,0,1,0,100.0,80.0,16.0,130.0,70.0,17.0
49.0,1.0,2.0,40.3,39.0,Carburettor,0,0,1,0,5.0,0,0,1,0,,,,,,
49.0,1.0,2.0,40.3,39.0,Carburettor,0,0,1,0,5.0,0,0,1,0,,,,,,
49.0,1.0,2.0,40.3,39.0,Carburettor,0,0,1,0,5.0,0,0,1,0,,,,,,
49.0,1.0,2.0,40.3,39.0,Carburettor,0,0,1,0,5.0,0,0,1,0,,,,,,
49.0,1.0,2.0,40.3,39.0,Carburettor,0,0,1,0,6.0,0,0,1,0,,,,,,
49.0,1.0,2.0,40.3,39.0,Carburettor,0,0,1,0,5.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
689.0,2.0,4.0,80.0,68.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
689.0,2.0,4.0,80.0,68.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
689.0,2.0,4.0,80.0,68.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
689.0,2.0,4.0,80.0,68.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
689.0,2.0,4.0,80.0,68.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
689.0,2.0,4.0,80.0,68.6,Injection,1,0,1,0,6.0,0,0,1,0,90.0,90.0,21.0,,,
689.0,2.0,4.0,80.0,68.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
689.0,2.0,4.0,80.0,68.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
689.0,2.0,4.0,80.0,68.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
689.0,2.0,4.0,80.0,68.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
689.0,2.0,4.0,80.0,68.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
689.0,2.0,4.0,80.0,68.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
689.0,2.0,4.0,80.0,68.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
689.0,2.0,4.0,80.0,68.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
689.0,2.0,4.0,80.0,68.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
890.0,3.0,4.0,78.0,62.1,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
890.0,3.0,4.0,78.0,62.1,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
890.0,3.0,4.0,78.0,62.1,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
890.0,3.0,4.0,78.0,62.1,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
847.0,3.0,4.0,78.0,59.1,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
847.0,3.0,4.0,78.0,59.1,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
847.0,3.0,4.0,78.0,59.1,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
847.0,3.0,4.0,78.0,59.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
847.0,3.0,4.0,78.0,59.1,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
847.0,3.0,4.0,78.0,59.1,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
847.0,3.0,4.0,78.0,59.1,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
124.7,1.0,4.0,52.0,58.6,Injection,1,0,1,0,,1,1,0,0,90.0,80.0,14.0,110.0,90.0,12.0
124.7,1.0,4.0,52.0,58.6,Injection,1,0,1,0,,1,1,0,0,90.0,80.0,14.0,110.0,90.0,12.0
124.7,1.0,4.0,52.0,58.6,Injection,1,0,1,0,,1,1,0,0,90.0,80.0,14.0,110.0,90.0,12.0
124.7,1.0,4.0,52.4,57.9,Injection,1,0,1,0,,1,1,0,0,90.0,80.0,14.0,110.0,90.0,12.0
124.8,1.0,4.0,52.4,57.9,Injection,1,0,1,0,,1,1,0,0,90.0,80.0,14.0,110.0,90.0,12.0
125.0,1.0,4.0,52.0,58.7,Injection,1,0,1,0,,1,1,0,0,90.0,80.0,14.0,130.0,70.0,13.0
125.0,1.0,4.0,52.0,58.7,Injection,1,0,1,0,,1,1,0,0,90.0,80.0,14.0,130.0,70.0,13.0
125.0,1.0,4.0,52.0,58.7,Injection,1,0,1,0,,1,1,0,0,90.0,80.0,14.0,130.0,70.0,13.0
155.0,1.0,4.0,58.4,58.7,Injection,1,0,1,0,,1,1,0,0,90.0,80.0,14.0,130.0,70.0,13.0
155.0,1.0,4.0,58.0,58.7,Injection,1,0,1,0,,1,1,0,0,90.0,80.0,14.0,130.0,70.0,13.0
155.0,1.0,4.0,58.0,58.7,Injection,1,0,1,0,,1,1,0,0,90.0,80.0,14.0,130.0,70.0,13.0
155.0,1.0,4.0,58.0,58.7,Injection,1,0,1,0,,1,1,0,0,90.0,80.0,14.0,130.0,70.0,13.0
292.0,1.0,4.0,70.0,75.9,Injection,1,0,1,0,,1,1,0,0,90.0,80.0,14.0,140.0,70.0,14.0
292.0,1.0,4.0,70.0,75.9,Injection,1,0,1,0,,1,1,0,0,90.0,80.0,14.0,140.0,70.0,14.0
249.0,1.0,4.0,74.0,58.0,Injection,1,1,0,0,5.0,0,0,1,0,,,,,,
249.0,1.0,4.0,74.0,58.0,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,,,
249.0,1.0,4.0,74.0,58.0,Injection,1,1,0,0,5.0,0,0,1,0,80.0,70.0,19.0,120.0,90.0,16.0
249.0,1.0,4.0,74.0,58.0,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,,,
1198.0,4.0,4.0,76.0,66.0,Carburettor,0,0,1,0,5.0,0,0,0,1,,,,,,
1198.0,4.0,4.0,76.0,66.0,Carburettor,0,0,1,0,5.0,0,0,0,1,,,,,,
1063.0,2.0,4.0,95.0,75.0,Carburettor,0,1,0,0,5.0,0,0,0,1,130.0,90.0,16.0,170.0,80.0,15.0
1063.0,2.0,4.0,95.0,75.0,Carburettor,0,1,0,0,5.0,0,0,0,1,130.0,90.0,16.0,170.0,80.0,15.0
1065.2,2.0,4.0,95.0,75.0,Carburettor,0,1,0,0,5.0,0,0,0,1,130.0,90.0,16.0,170.0,80.0,15.0
1065.2,2.0,4.0,95.0,75.0,Carburettor,0,1,0,0,5.0,0,0,0,1,130.0,90.0,16.0,170.0,80.0,15.0
1065.2,2.0,4.0,95.0,75.0,Carburettor,0,1,0,0,5.0,0,0,0,1,130.0,90.0,16.0,170.0,80.0,15.0
1065.2,2.0,4.0,95.0,75.0,Carburettor,0,1,0,0,5.0,0,0,0,1,130.0,90.0,16.0,170.0,80.0,15.0
1065.2,2.0,4.0,95.0,75.0,Carburettor,0,1,0,0,5.0,0,0,0,1,130.0,90.0,16.0,170.0,80.0,15.0
1063.0,2.0,4.0,95.0,75.0,Carburettor,0,1,0,0,5.0,0,0,0,1,110.0,90.0,18.0,170.0,80.0,15.0
1063.0,2.0,4.0,95.0,75.0,Carburettor,0,1,0,0,5.0,0,0,0,1,110.0,90.0,18.0,170.0,80.0,15.0
1063.0,2.0,4.0,95.0,75.0,Carburettor,0,1,0,0,5.0,0,0,0,1,130.0,90.0,16.0,170.0,80.0,15.0
1063.0,2.0,4.0,95.0,75.0,Carburettor,0,1,0,0,5.0,0,0,0,1,130.0,90.0,16.0,170.0,80.0,15.0
1065.2,2.0,4.0,95.0,75.0,Carburettor,0,1,0,0,5.0,0,0,0,1,130.0,90.0,16.0,170.0,80.0,15.0
1065.2,2.0,4.0,95.0,75.0,Carburettor,0,1,0,0,5.0,0,0,0,1,130.0,90.0,16.0,170.0,80.0,15.0
1065.2,2.0,4.0,95.0,75.0,Carburettor,0,1,0,0,5.0,0,0,0,1,130.0,90.0,16.0,170.0,80.0,15.0
1065.2,2.0,4.0,95.0,75.0,Carburettor,0,1,0,0,5.0,0,0,0,1,130.0,90.0,16.0,170.0,80.0,15.0
1065.2,2.0,4.0,95.0,75.0,Carburettor,0,1,0,0,5.0,0,0,0,1,130.0,90.0,16.0,170.0,80.0,15.0
1065.2,2.0,4.0,95.0,75.0,Carburettor,0,1,0,0,5.0,0,0,0,1,130.0,90.0,16.0,170.0,80.0,15.0
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,130.0,90.0,16.0,170.0,70.0,16.0
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,130.0,90.0,16.0,170.0,70.0,16.0
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,130.0,90.0,16.0,,,
1304.0,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,130.0,90.0,16.0,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,130.0,90.0,16.0,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
1311.1,2.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,1,0,0,,,,,,
249.0,2.0,4.0,49.0,66.0,Carburettor,0,1,0,0,5.0,0,0,1,0,100.0,90.0,19.0,130.0,90.0,15.0
249.0,2.0,4.0,49.0,66.0,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,130.0,90.0,15.0
249.0,2.0,4.0,49.0,66.0,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,130.0,90.0,15.0
245.8,2.0,4.0,49.0,66.0,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,130.0,90.0,15.0
245.8,2.0,4.0,49.0,66.0,Carburettor,0,1,0,0,5.0,0,0,1,0,100.0,18.0,19.0,130.0,90.0,15.0
245.8,2.0,4.0,49.0,66.0,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,130.0,90.0,15.0
