displacement_cc,cylinder_count,engine_cycle,bore_mm,stroke_mm,fuel_system_type,fuel_injection,cooling_Air,cooling_Liquid,cooling_Oil & air,gear_count,is_automatic,transmission_Belt   (final drive),transmission_Chain   (final drive),transmission_Shaft drive (cardan)   (final drive),front_tyre_width,front_tyre_aspect,front_tyre_rim,rear_tyre_width,rear_tyre_aspect,rear_tyre_rim
696.0,2.0,4.0,88.0,57.2,Injection,1,1,0,0,6.0,0,0,1,0,120.0,60.0,17.0,160.0,60.0,17.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,120.0,60.0,17.0,160.0,60.0,17.0
696.0,2.0,4.0,88.0,57.2,Injection,1,1,0,0,6.0,0,0,1,0,120.0,60.0,17.0,160.0,60.0,17.0
748.0,2.0,4.0,88.0,61.5,Injection,1,1,0,0,5.0,0,0,1,0,,,,,,
748.0,2.0,4.0,88.0,61.5,Injection,1,1,0,0,5.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,120.0,60.0,17.0,160.0,60.0,17.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,120.0,60.0,17.0,160.0,60.0,17.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
821.0,2.0,4.0,88.0,67.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
821.0,2.0,4.0,88.0,67.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
821.0,2.0,4.0,88.0,67.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
821.0,2.0,4.0,88.0,67.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
821.0,2.0,4.0,88.0,67.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
821.0,2.0,4.0,88.0,67.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
821.0,2.0,4.0,88.0,67.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
821.0,2.0,4.0,88.0,67.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
821.0,2.0,4.0,88.0,67.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
821.0,2.0,4.0,88.0,67.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
821.0,2.0,4.0,88.0,67.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
821.0,2.0,4.0,88.0,67.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
821.0,2.0,4.0,88.0,67.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
904.0,2.0,4.0,92.0,68.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
904.0,2.0,4.0,92.0,68.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
1078.0,2.0,4.0,98.0,71.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
937.0,2.0,4.0,94.0,67.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
992.0,2.0,4.0,94.0,71.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
992.0,2.0,4.0,94.0,71.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
916.0,2.0,4.0,94.0,66.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
996.0,2.0,4.0,96.0,68.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
996.0,2.0,4.0,98.0,66.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
996.0,2.0,4.0,98.0,66.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
996.0,2.0,4.0,98.0,66.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0,2.0,4.0,100.0,63.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0,2.0,4.0,100.0,63.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0,2.0,4.0,100.0,63.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
992.0,2.0,4.0,94.0,71.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
992.0,2.0,4.0,94.0,71.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
992.0,2.0,4.0,94.0,71.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
992.0,2.0,4.0,94.0,71.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
992.0,2.0,4.0,94.0,71.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
992.0,2.0,4.0,94.0,71.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
1078.0,2.0,4.0,98.0,71.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
1078.0,2.0,4.0,98.0,71.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
1078.0,2.0,4.0,98.0,71.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1198.0,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1198.4,2.0,4.0,106.0,67.9,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1262.0,2.0,4.0,106.0,71.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1262.0,2.0,4.0,106.0,71.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1262.0,2.0,4.0,106.0,71.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1262.0,2.0,4.0,106.0,71.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1262.0,2.0,4.0,106.0,71.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1262.0,2.0,4.0,106.0,71.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1262.0,2.0,4.0,106.0,71.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,170.0,60.0,17.0
1262.0,2.0,4.0,106.0,71.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,170.0,60.0,17.0
1262.0,2.0,4.0,106.0,71.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1262.0,2.0,4.0,106.0,71.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1262.0,2.0,4.0,106.0,71.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1262.0,2.0,4.0,106.0,71.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1262.0,2.0,4.0,106.0,71.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1262.0,2.0,4.0,106.0,71.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1262.0,2.0,4.0,106.0,71.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1262.0,2.0,4.0,106.0,71.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
618.0,2.0,4.0,80.0,61.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
618.0,2.0,4.0,80.0,61.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
618.0,2.0,4.0,80.0,61.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
937.0,2.0,4.0,94.0,67.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
937.0,2.0,4.0,94.0,67.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
937.0,2.0,4.0,94.0,67.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,19.0,170.0,60.0,17.0
937.0,2.0,4.0,94.0,67.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,19.0,170.0,60.0,17.0
937.0,2.0,4.0,94.0,67.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,19.0,170.0,60.0,17.0
937.0,2.0,4.0,94.0,67.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,19.0,170.0,60.0,17.0
937.0,2.0,4.0,94.0,67.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,19.0,170.0,60.0,17.0
937.0,2.0,4.0,94.0,67.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
937.0,2.0,4.0,94.0,67.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
937.0,2.0,4.0,94.0,67.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,19.0,170.0,60.0,17.0
937.0,2.0,4.0,94.0,67.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,19.0,170.0,60.0,17.0
1158.0,4.0,4.0,83.0,53.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,19.0,170.0,60.0,17.0
1158.0,4.0,4.0,83.0,53.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1158.0,4.0,4.0,83.0,53.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1158.0,4.0,4.0,83.0,53.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,19.0,170.0,60.0,17.0
1158.0,4.0,4.0,83.0,53.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,1.0,,,
1158.0,4.0,4.0,83.0,53.5,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,19.0,170.0,60.0,17.0
1158.0,4.0,4.0,83.0,53.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1285.0,2.0,4.0,116.0,60.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1285.0,2.0,4.0,116.0,60.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
955.0,2.0,4.0,100.0,60.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
955.0,2.0,4.0,100.0,60.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
955.0,2.0,4.0,100.0,60.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1198.0,2.0,4.0,112.0,60.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1198.0,2.0,4.0,112.0,60.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1198.0,2.0,4.0,112.0,60.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0,4.0,4.0,81.0,48.4,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,,,
955.0,2.0,4.0,100.0,60.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
955.0,2.0,4.0,100.0,60.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
955.0,2.0,4.0,100.0,60.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
955.0,2.0,4.0,100.0,60.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1103.0,4.0,4.0,81.0,53.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1103.0,4.0,4.0,81.0,53.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1103.0,4.0,4.0,81.0,53.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0,4.0,4.0,81.0,48.4,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0,4.0,4.0,81.0,48.4,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0,4.0,4.0,81.0,48.4,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1103.0,4.0,4.0,81.0,53.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1103.0,4.0,4.0,81.0,53.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1103.0,4.0,4.0,81.0,53.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1103.0,4.0,4.0,81.0,53.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1103.0,4.0,4.0,81.0,53.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1103.0,4.0,4.0,81.0,53.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
748.0,2.0,4.0,88.0,61.5,Injection,1,1,0,0,5.0,0,0,1,0,,,,,,
904.0,2.0,4.0,92.0,68.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
916.0,2.0,4.0,94.0,68.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
992.0,2.0,4.0,94.0,71.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
916.0,2.0,4.0,94.0,66.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
996.0,2.0,4.0,98.0,66.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
996.0,2.0,4.0,98.0,66.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
996.0,2.0,4.0,98.0,66.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
944.0,2.0,4.0,94.0,68.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
944.0,2.0,4.0,94.0,68.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
992.0,2.0,4.0,94.0,71.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
992.0,2.0,4.0,94.0,71.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
992.0,2.0,4.0,94.0,71.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
916.0,2.0,4.0,94.0,66.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
916.0,2.0,4.0,94.0,66.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
996.0,2.0,4.0,98.0,66.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
996.0,2.0,4.0,98.0,66.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
996.0,2.0,4.0,98.0,66.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
996.0,2.0,4.0,98.0,66.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1079.0,2.0,4.0,98.0,71.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
1079.0,2.0,4.0,98.0,71.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
1079.0,2.0,4.0,98.0,71.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
1079.0,2.0,4.0,98.0,71.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
1079.0,2.0,4.0,98.0,71.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
1079.0,2.0,4.0,98.0,71.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
1079.0,2.0,4.0,98.0,71.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
1079.0,2.0,4.0,98.0,71.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
1079.0,2.0,4.0,98.0,71.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
1079.0,2.0,4.0,98.0,71.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
1079.0,2.0,4.0,98.0,71.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,110.0,80.0,18.0,180.0,55.0,17.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,110.0,80.0,18.0,180.0,55.0,17.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,120.0,70.0,19.0,170.0,60.0,17.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,110.0,80.0,18.0,180.0,55.0,17.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,110.0,80.0,18.0,180.0,55.0,17.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,110.0,80.0,18.0,180.0,55.0,17.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,110.0,80.0,18.0,180.0,55.0,17.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,110.0,80.0,18.0,180.0,55.0,17.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,110.0,80.0,18.0,180.0,55.0,17.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,110.0,80.0,18.0,180.0,55.0,17.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,110.0,80.0,18.0,180.0,55.0,17.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,110.0,80.0,21.0,180.0,55.0,18.0
399.0,2.0,4.0,72.0,49.0,Injection,1,1,0,0,6.0,0,0,1,0,110.0,80.0,18.0,160.0,60.0,18.0
399.0,2.0,4.0,72.0,49.0,Injection,1,1,0,0,6.0,0,0,1,0,110.0,80.0,18.0,160.0,60.0,18.0
399.0,2.0,4.0,72.0,49.0,Injection,1,1,0,0,6.0,0,0,1,0,110.0,80.0,18.0,160.0,60.0,18.0
399.0,2.0,4.0,72.0,49.0,Injection,1,1,0,0,6.0,0,0,1,0,110.0,80.0,18.0,160.0,60.0,18.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
803.0,2.0,4.0,88.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
992.0,2.0,4.0,94.0,71.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
992.0,2.0,4.0,94.0,71.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
992.0,2.0,4.0,94.0,71.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
992.0,2.0,4.0,94.0,71.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
992.0,2.0,4.0,94.0,71.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
992.0,2.0,4.0,94.0,71.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
992.0,2.0,4.0,94.0,71.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
992.0,2.0,4.0,94.0,71.5,Injection,1,1,0,0,6.0,0,0,1,0,,,,,,
1099.0,2.0,4.0,104.0,64.7,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1099.0,2.0,4.0,104.0,64.7,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
849.0,2.0,4.0,94.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,60.0,17.0
849.0,2.0,4.0,94.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,60.0,17.0
849.0,2.0,4.0,94.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,60.0,17.0
