Displacement,Engine type,Bore x stroke,Fuel system,Cooling system,Gearbox,Transmission type,Fuel capacity,Front tire,Rear tire,Front brakes,Rear brakes,displacement_cc,cylinder_count,engine_cycle,bore_mm,stroke_mm,fuel_system_type,fuel_injection,cooling_Air,cooling_Liquid,cooling_Oil & air,gear_count,is_automatic,transmission_Belt   (final drive),transmission_Chain   (final drive),transmission_Shaft drive (cardan)   (final drive),front_tyre_width,front_tyre_aspect,front_tyre_rim,rear_tyre_width,rear_tyre_aspect,rear_tyre_rim
865.0 ccm (52.78 cubic inches),"Twin, four-stroke",90.0 x 68.0 mm (3.5 x 2.7 inches),Injection. Multipoint sequential electronic fuel injection with SAI,Air,5-speed,Chain   (final drive),16.00,100/70-R17 ,130/80-R17 ,Single disc. Nissin 2-piston floating caliper,Single disc. Nissin 2-piston floating caliper,865.0,2.0,4.0,90.0,68.0,Injection,1,1,0,0,5.0,0,0,1,0,,,,,,
865.0 ccm (52.78 cubic inches),"Twin, four-stroke",90.0 x 68.0 mm (3.5 x 2.7 inches),Injection. Multipoint sequential electronic fuel injection with SAI,Air,5-speed,Chain   (final drive),16.00,100/70-R17 ,130/80-R17 ,Single disc. Nissin 2-piston floating caliper,Single disc. Nissin 2-piston floating caliper,865.0,2.0,4.0,90.0,68.0,Injection,1,1,0,0,5.0,0,0,1,0,,,,,,
649.0 ccm (39.60 cubic inches),"Twin, four-stroke",71.0 x 82.0 mm (2.8 x 3.2 inches),Carburettor. Amal monobloc carburettor,Air,4-speed,Chain   (final drive),15.14,3.50-19 ,4.00-18 ,Expanding brake (drum brake),Expanding brake (drum brake),649.0,2.0,4.0,71.0,82.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
649.0 ccm (39.60 cubic inches),"Twin, four-stroke",71.0 x 82.0 mm (2.8 x 3.2 inches),Carburettor. Amal monobloc carburettor,Air,4-speed,Chain   (final drive),15.14,3.50-19 ,4.00-18 ,Expanding brake (drum brake),Expanding brake (drum brake),649.0,2.0,4.0,71.0,82.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
649.0 ccm (39.60 cubic inches),"Twin, four-stroke",71.0 x 82.0 mm (2.8 x 3.2 inches),Carburettor. Amal monobloc carburettor,Air,4-speed,Chain   (final drive),15.14,3.50-19 ,4.00-18 ,Expanding brake (drum brake),Expanding brake (drum brake),649.0,2.0,4.0,71.0,82.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
646.0 ccm (39.42 cubic inches),"In-line four, four-stroke",68.0 x 44.5 mm (2.7 x 1.8 inches),"Injection.  Twin-butterfly, multipoint sequential electronic fuel injection with forced air induction",Liquid,6-speed,Chain   (final drive),16.60,120/70-ZR17 ,180/55-ZR17 ,Double disc. 4-piston calipers,Single disc. Single piston calipers,646.0,4.0,4.0,68.0,44.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
675.0 ccm (41.19 cubic inches),"In-line three, four-stroke",74.0 x 52.3 mm (2.9 x 2.1 inches),Injection.  Multipoint sequential electronic fuel injection with forced air induction,Liquid,6-speed,Chain   (final drive),17.40,120/70-ZR17 ,180/55-ZR17 ,Double disc,Single disc,675.0,3.0,4.0,74.0,52.3,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
675.0 ccm (41.19 cubic inches),"In-line three, four-stroke",74.0 x 52.3 mm (2.9 x 2.1 inches),Injection.  Multipoint sequential electronic fuel injection with forced air induction,Liquid,6-speed,Chain   (final drive),17.41,120/70-ZR17 ,180/55-ZR17 ,Double disc,Single disc,675.0,3.0,4.0,74.0,52.3,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
675.0 ccm (41.19 cubic inches),"In-line three, four-stroke",74.0 x 52.3 mm (2.9 x 2.1 inches),Injection. Multipoint sequential electronic fuel injection with forced air induction,Liquid,6-speed,Chain   (final drive),17.41,120/70-ZR17 ,180/55-ZR17 ,Double disc,Single disc,675.0,3.0,4.0,74.0,52.3,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
675.0 ccm (41.19 cubic inches),"In-line three, four-stroke",74.0 x 52.3 mm (2.9 x 2.1 inches),Injection. Multipoint sequential electronic fuel injection with forced air induction,Liquid,6-speed,Chain   (final drive),17.40,120/70-ZR17 ,180/55-ZR17 ,Double disc,Single disc,675.0,3.0,4.0,74.0,52.3,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
675.0 ccm (41.19 cubic inches),"In-line three, four-stroke",74.0 x 52.3 mm (2.9 x 2.1 inches),Injection. Multipoint sequential electronic fuel injection with forced air induction,Liquid,6-speed,Chain   (final drive),17.40,120/70-ZR17 ,180/55-ZR17 ,Double disc. Nissin 4-piston radial mono-block calipers,Single disc. Nissin single piston caliper,675.0,3.0,4.0,74.0,52.3,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
675.0 ccm (41.19 cubic inches),"In-line three, four-stroke",74.0 x 52.3 mm (2.9 x 2.1 inches),Injection. Multipoint sequential electronic fuel injection with forced air induction and SAI,Liquid,6-speed,Chain   (final drive),17.41,120/70-ZR17 ,180/55-ZR17 ,Double disc,Single disc,675.0,3.0,4.0,74.0,52.3,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
675.0 ccm (41.19 cubic inches),"In-line three, four-stroke",74.0 x 52.3 mm (2.9 x 2.1 inches),Injection. Multipoint sequential electronic fuel injection with forced air induction and SAI,Liquid,6-speed,Chain   (final drive),17.40,120/70-ZR17 ,180/55-ZR17 ,Double disc,Single disc,675.0,3.0,4.0,74.0,52.3,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
675.0 ccm (41.19 cubic inches),"In-line three, four-stroke",76.0 x 49.6 mm (3.0 x 2.0 inches),Injection. Multipoint sequential electronic fuel injection with forced air induction and SAI,Liquid,6-speed,Chain   (final drive),17.40,120/70-ZR17 ,180/55-ZR17 ,Double disc. Nissin 4-piston radial mono-block calipers. Switchable ABS model available.,Single disc. Nissin single piston caliper. Switchable ABS model available.,675.0,3.0,4.0,76.0,49.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
675.0 ccm (41.19 cubic inches),"In-line three, four-stroke",76.0 x 49.6 mm (3.0 x 2.0 inches),Injection. Multipoint sequential electronic fuel injection with forced air induction and SAI,Liquid,6-speed,Chain   (final drive),17.40,120/70-ZR17 ,180/55-ZR17 ,Double disc. Nissin 4-piston radial mono-block calipers. Switchable ABS.,Single disc. Nissin single piston caliper. Switchable ABS.,675.0,3.0,4.0,76.0,49.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
675.0 ccm (41.19 cubic inches),"In-line three, four-stroke",76.0 x 49.6 mm (3.0 x 2.0 inches),Injection. Multipoint sequential electronic fuel injection with forced air induction and SAI,Liquid,6-speed,Chain   (final drive),17.40,120/70-ZR17 ,180/55-ZR17 ,Double disc. Nissin 4-piston radial mono-block calipers. Switchable ABS.,Single disc. Nissin single piston caliper. Switchable ABS.,675.0,3.0,4.0,76.0,49.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
675.0 ccm (41.19 cubic inches),"In-line three, four-stroke",76.0 x 49.6 mm (3.0 x 2.0 inches),Injection. Multipoint sequential electronic fuel injection with forced air induction and SAI,Liquid,6-speed,Chain   (final drive),17.40,120/70-ZR17 ,180/55-ZR17 ,Double disc. Nissin 4-piston radial mono-block calipers. Switchable ABS.,Single disc. Nissin single piston caliper. Switchable ABS.,675.0,3.0,4.0,76.0,49.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
675.0 ccm (41.19 cubic inches),"In-line three, four-stroke",74.0 x 52.3 mm (2.9 x 2.1 inches),Injection. Multipoint sequential electronic fuel injection with forced air induction and SAI,Liquid,6-speed,Chain   (final drive),17.41,120/70-ZR17 ,180/55-ZR17 ,Double disc,Single disc,675.0,3.0,4.0,74.0,52.3,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
675.0 ccm (41.19 cubic inches),"In-line three, four-stroke",74.0 x 52.3 mm (2.9 x 2.1 inches),Injection. Multipoint sequential electronic fuel injection with forced air induction and SAI,Liquid,6-speed,Chain   (final drive),17.40,120/70-ZR17 ,180/55-ZR17 ,Double disc. Brembo 4-piston radial mono-block calipers,Single disc. Nissin single piston caliper,675.0,3.0,4.0,74.0,52.3,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
675.0 ccm (41.19 cubic inches),"In-line three, four-stroke",76.0 x 49.6 mm (3.0 x 2.0 inches),Injection. Multipoint sequential electronic fuel injection with forced air induction and SAI,Liquid,6-speed,Chain   (final drive),17.40,120/70-ZR17 ,180/55-ZR17 ,"Double disc. Brembo 4-piston radial mono-block calipers, switchable ABS.","Single disc. Brembo single piston caliper, switchable ABS.",675.0,3.0,4.0,76.0,49.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
675.0 ccm (41.19 cubic inches),"In-line three, four-stroke",76.0 x 49.6 mm (3.0 x 2.0 inches),Injection. Multipoint sequential electronic fuel injection with forced air induction and SAI,Liquid,6-speed,Chain   (final drive),17.40,120/70-ZR17 ,180/55-ZR17 ,"Double disc. Brembo 4-piston radial mono-block calipers, switchable ABS.","Single disc. Brembo single piston caliper, switchable ABS.",675.0,3.0,4.0,76.0,49.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
675.0 ccm (41.19 cubic inches),"In-line three, four-stroke",76.0 x 49.6 mm (3.0 x 2.0 inches),Injection. Multipoint sequential electronic fuel injection with forced air induction and SAI,Liquid,6-speed,Chain   (final drive),17.40,120/70-ZR17 ,180/55-ZR17 ,"Double disc. Brembo 4-piston radial mono-block calipers, switchable ABS.","Single disc. Brembo single piston caliper, switchable ABS.",675.0,3.0,4.0,76.0,49.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
675.0 ccm (41.19 cubic inches),"In-line three, four-stroke",76.0 x 49.6 mm (3.0 x 2.0 inches),Injection. Multipoint sequential electronic fuel injection with forced air induction and SAI,Liquid,6-speed,Chain   (final drive),17.40,120/70-ZR17 ,180/55-ZR17 ,"Double disc. Brembo 4-piston radial mono-block calipers, switchable ABS.","Single disc. Brembo single piston caliper, switchable ABS.",675.0,3.0,4.0,76.0,49.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
675.0 ccm (41.19 cubic inches),"In-line three, four-stroke",76.0 x 49.6 mm (3.0 x 2.0 inches),Injection. Multipoint sequential electronic fuel injection with forced air induction and SAI,Liquid,6-speed,Chain   (final drive),17.40,120/70-ZR17 ,180/55-ZR17 ,"Double disc. Brembo 4-piston radial mono-block calipers, switchable ABS.","Single disc. Brembo single piston caliper, switchable ABS.",675.0,3.0,4.0,76.0,49.6,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
675.0 ccm (41.19 cubic inches),"In-line three, four-stroke",74.0 x 52.3 mm (2.9 x 2.1 inches),Injection. Multipoint sequential electronic fuel injection with forced air induction and SAI,Liquid,6-speed,Chain   (final drive),17.41,120/70-ZR17 ,180/55-ZR17 ,Double disc,Single disc,675.0,3.0,4.0,74.0,52.3,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
956.0 ccm (58.34 cubic inches),"In-line three, four-stroke",79.0 x 65.0 mm (3.1 x 2.6 inches),Injection,Liquid,6-speed,Chain   (final drive),18.00,120/70-ZR17 ,190/50-ZR17 ,Dual disc,Single disc,956.0,3.0,4.0,79.0,65.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
955.0 ccm (58.27 cubic inches),"In-line three, four-stroke",79.0 x 65.0 mm (3.1 x 2.6 inches),Injection,Liquid,6-speed,Chain   (final drive),21.00,120/70-ZR17 ,190/50-ZR17 ,Double disc,Single disc,955.0,3.0,4.0,79.0,65.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
955.0 ccm (58.27 cubic inches),"In-line three, four-stroke",79.0 x 65.0 mm (3.1 x 2.6 inches),Injection.  Multipoint sequential electronic fuel injection,Liquid,6-speed,Chain   (final drive),16.60,120/70-ZR17 ,190/50-ZR17 ,Double disc. 4-piston calipers,Single disc. 2-piston calipers,955.0,3.0,4.0,79.0,65.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
955.0 ccm (58.27 cubic inches),"In-line three, four-stroke",79.0 x 65.0 mm (3.1 x 2.6 inches),Injection.  Multipoint sequential electronic fuel injection,Liquid,6-speed,Chain   (final drive),20.00,120/70-ZR17 ,190/50-ZR17 ,Double disc,Single disc,955.0,3.0,4.0,79.0,65.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
765.0 ccm (46.68 cubic inches),"In-line three, four-stroke",78.0 x 53.4 mm (3.1 x 2.1 inches),Injection. Multipoint sequential electronic fuel injection with forced air induction and SAI,Liquid,6-speed,Chain   (final drive),17.41,120/70-ZR17 ,180/55-ZR17 ,Double disc. Brembo M4.30 Stylema 4-piston radial monobloc calipers. ABS.,Single disc. Brembo single 2-piston sliding caliper. Switchable ABS.,765.0,3.0,4.0,78.0,53.4,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
765.0 ccm (46.68 cubic inches),"In-line three, four-stroke",78.0 x 53.4 mm (3.1 x 2.1 inches),Injection. Multipoint sequential electronic fuel injection with forced air induction and SAI,Liquid,6-speed,Chain   (final drive),17.40,120/70-ZR17 ,180/55-ZR17 ,"Double disc. Brembo Stylema 4-piston radial monobloc calipers, floating discs, switchable ABS","Single disc. Brembo single piston caliper, switchable ABS",765.0,3.0,4.0,78.0,53.4,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
765.0 ccm (46.68 cubic inches),"In-line three, four-stroke",78.0 x 53.4 mm (3.1 x 2.1 inches),Injection. Multipoint sequential electronic fuel injection with forced air induction and SAI,Liquid,6-speed,Chain   (final drive),17.40,120/70-ZR17 ,180/55-ZR17 ,"Double disc. Brembo Stylema 4-piston radial monobloc calipers, floating discs, switchable ABS","Single disc. Brembo single piston caliper, switchable ABS",765.0,3.0,4.0,78.0,53.4,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
799.0 ccm (48.75 cubic inches),"In-line three, four-stroke",79.0 x 61.9 mm (3.1 x 2.4 inches),Injection. Multipoint sequential electronic fuel injection with SAI,Liquid,6-speed,Chain   (final drive),18.93,110/80-ZR19 ,150/70-ZR17 ,Double disc,Single disc,799.0,3.0,4.0,79.0,61.9,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
2458.0 ccm (149.99 cubic inches),"In-line three, four-stroke",110.2 x 85.9 mm (4.3 x 3.4 inches),Injection,Liquid,6-speed,Shaft drive (cardan)   (final drive),18.00,150/80-R17 ,240/50-R16 ,Double disc. Brembo M4.30 Stylema 4-piston radial monobloc calipers. ABS.,Single disc. Brembo 2-piston fixed calipers. ABS.,2458.0,3.0,4.0,110.2,85.9,Injection,1,0,1,0,6.0,0,0,0,1,,,,,,
2458.0 ccm (149.99 cubic inches),"In-line three, four-stroke",110.2 x 85.9 mm (4.3 x 3.4 inches),Injection. Ride-by-Wire,Liquid,6-speed,Shaft drive (cardan)   (final drive),18.00,150/80-R17 ,240/50-R16 ,"Double disc. Brembo M4.30 Stylema® 4-piston radial monobloc calipers, Cornering ABS","Single disc. Brembo M4.32 4-piston monobloc caliper, Cornering ABS",2458.0,3.0,4.0,110.2,85.9,Injection,1,0,1,0,6.0,0,0,0,1,,,,,,
2458.0 ccm (149.99 cubic inches),"In-line three, four-stroke",110.2 x 85.9 mm (4.3 x 3.4 inches),Injection. Ride-by-Wire,Liquid,6-speed,Shaft drive (cardan)   (final drive),18.00,150/80-R17 ,240/50-R16 ,"Double disc. Brembo M4.30 Stylema® 4-piston radial monobloc calipers, Cornering ABS","Single disc. Brembo M4.32 4-piston monobloc caliper, Cornering ABS",2458.0,3.0,4.0,110.2,85.9,Injection,1,0,1,0,6.0,0,0,0,1,,,,,,
2458.0 ccm (149.99 cubic inches),"In-line three, four-stroke",110.2 x 85.9 mm (4.3 x 3.4 inches),Injection. Ride-by-Wire,Liquid,6-speed,Shaft drive (cardan)   (final drive),18.00,150/80-R17 ,240/50-R16 ,"Double disc. Brembo M4.30 Stylema® 4-piston radial monobloc calipers, Cornering ABS","Single disc. Brembo M4.32 4-piston monobloc caliper, Cornering ABS",2458.0,3.0,4.0,110.2,85.9,Injection,1,0,1,0,6.0,0,0,0,1,,,,,,
2458.0 ccm (149.99 cubic inches),"In-line three, four-stroke",110.2 x 85.9 mm (4.3 x 3.4 inches),Injection. Multipoint sequential electronic fuel injection with twin butterflies and progressive linkage on primary butterflies,Liquid,6-speed,Shaft drive (cardan)   (final drive),18.00,150/80-R17 ,240/50-R16 ,"Double disc. Brembo M4.30 Stylema® 4-piston radial monobloc calipers, Cornering ABS","Single disc. Brembo M4.32 4-piston monobloc caliper, Cornering ABS",2458.0,3.0,4.0,110.2,85.9,Injection,1,0,1,0,6.0,0,0,0,1,,,,,,
2458.0 ccm (149.99 cubic inches),"In-line three, four-stroke",110.2 x 85.9 mm (4.3 x 3.4 inches),Injection,Liquid,6-speed,Shaft drive (cardan)   (final drive),18.00,150/80-R17 ,240/50-R16 ,Double disc. Brembo M4.30 Stylema 4-piston radial monobloc calipers. ABS.,Single disc. Brembo 2-piston fixed calipers. ABS.,2458.0,3.0,4.0,110.2,85.9,Injection,1,0,1,0,6.0,0,0,0,1,,,,,,
2458.0 ccm (149.99 cubic inches),"In-line three, four-stroke",110.2 x 85.9 mm (4.3 x 3.4 inches),Injection. Ride-by-Wire,Liquid,6-speed,Shaft drive (cardan)   (final drive),18.00,150/80-R17 ,240/50-R16 ,"Double disc. Brembo M4.30 Stylema® 4-piston radial monobloc calipers, Cornering ABS","Single disc. Brembo M4.32 4-piston monobloc caliper, Cornering ABS",2458.0,3.0,4.0,110.2,85.9,Injection,1,0,1,0,6.0,0,0,0,1,,,,,,
2458.0 ccm (149.99 cubic inches),"In-line three, four-stroke",110.2 x 85.9 mm (4.3 x 3.4 inches),Injection. Ride-by-Wire,Liquid,6-speed,Shaft drive (cardan)   (final drive),18.00,150/80-R17 ,240/50-R16 ,"Double disc. Brembo M4.30 Stylema® 4-piston radial monobloc calipers, Cornering ABS","Single disc. Brembo M4.32 4-piston monobloc caliper, Cornering ABS",2458.0,3.0,4.0,110.2,85.9,Injection,1,0,1,0,6.0,0,0,0,1,,,,,,
2458.0 ccm (149.99 cubic inches),"In-line three, four-stroke",110.2 x 85.9 mm (4.3 x 3.4 inches),Injection. Ride-by-Wire,Liquid,6-speed,Shaft drive (cardan)   (final drive),18.00,150/80-R17 ,240/50-R16 ,"Double disc. Brembo M4.30 Stylema® 4-piston radial monobloc calipers, Cornering ABS","Single disc. Brembo M4.32 4-piston monobloc caliper, Cornering ABS",2458.0,3.0,4.0,110.2,85.9,Injection,1,0,1,0,6.0,0,0,0,1,,,,,,
2458.0 ccm (149.99 cubic inches),"In-line three, four-stroke",110.2 x 85.9 mm (4.3 x 3.4 inches),Injection. Multipoint sequential electronic fuel injection with twin butterflies and progressive linkage on primary butterflies,Liquid,6-speed,Shaft drive (cardan)   (final drive),18.00,150/80-R17 ,240/50-R16 ,"Double disc. Brembo M4.30 Stylema® 4-piston radial monobloc calipers, Cornering ABS","Single disc. Brembo M4.32 4-piston monobloc caliper, Cornering ABS",2458.0,3.0,4.0,110.2,85.9,Injection,1,0,1,0,6.0,0,0,0,1,,,,,,
2458.0 ccm (149.99 cubic inches),"In-line three, four-stroke",110.0 x 85.9 mm (4.3 x 3.4 inches),Injection,Liquid,6-speed,Shaft drive (cardan)   (final drive),18.00,150/80-R17 ,240/50-R16 ,Double disc. Brembo M4.30 Stylema 4-piston radial monobloc calipers. ABS.,Single disc. Brembo 2-piston fixed calipers. ABS.,2458.0,3.0,4.0,110.0,85.9,Injection,1,0,1,0,6.0,0,0,0,1,,,,,,
2458.0 ccm (149.99 cubic inches),"In-line three, four-stroke",110.2 x 85.9 mm (4.3 x 3.4 inches),Injection,Liquid,6-speed,Shaft drive (cardan)   (final drive),18.00,150/80-R17 ,240/50-R16 ,Double disc. Brembo M4.30 Stylema 4-piston radial monobloc calipers. ABS.,Single disc. Brembo 2-piston fixed calipers. ABS.,2458.0,3.0,4.0,110.2,85.9,Injection,1,0,1,0,6.0,0,0,0,1,,,,,,
2294.0 ccm (139.98 cubic inches),"In-line three, four-stroke",101.6 x 94.3 mm (4.0 x 3.7 inches),Injection,Liquid,5-speed,Shaft drive (cardan)   (final drive),25.00,150/80-V 17 ,240/50-V 16 ,Double disc,Single disc,2294.0,3.0,4.0,101.6,94.3,Injection,1,0,1,0,5.0,0,0,0,1,,,,,,
2294.0 ccm (139.98 cubic inches),"In-line three, four-stroke",101.6 x 94.3 mm (4.0 x 3.7 inches),Injection.  Multipoint sequential electronic fuel injection,Liquid,5-speed,Shaft drive (cardan)   (final drive),24.00,150/80-R17 ,240/50-R16 ,Double disc,Single disc,2294.0,3.0,4.0,101.6,94.3,Injection,1,0,1,0,5.0,0,0,0,1,,,,,,
2294.0 ccm (139.98 cubic inches),"In-line three, four-stroke",101.6 x 94.3 mm (4.0 x 3.7 inches),Injection.  Multipoint sequential electronic fuel injection,Liquid,5-speed,Shaft drive (cardan)   (final drive),23.84,150/80-R17 ,240/50-R16 ,Double disc,Single disc,2294.0,3.0,4.0,101.6,94.3,Injection,1,0,1,0,5.0,0,0,0,1,,,,,,
2294.0 ccm (139.98 cubic inches),"In-line three, four-stroke",101.6 x 94.3 mm (4.0 x 3.7 inches),Injection. Multipoint sequential electronic fuel injection,Liquid,5-speed,Shaft drive (cardan)   (final drive),23.84,150/80-R17 ,240/50-R16 ,Double disc,Single disc,2294.0,3.0,4.0,101.6,94.3,Injection,1,0,1,0,5.0,0,0,0,1,,,,,,
2294.0 ccm (139.98 cubic inches),"In-line three, four-stroke",101.6 x 94.3 mm (4.0 x 3.7 inches),Injection. Multipoint sequential electronic fuel injection. twin butterflies. progressive linkage on primary butterflies,Liquid,5-speed,Shaft drive (cardan)   (final drive),24.00,150/80-R17 ,240/50-R16 ,Double disc,Single disc,2294.0,3.0,4.0,101.6,94.3,Injection,1,0,1,0,5.0,0,0,0,1,,,,,,
2294.0 ccm (139.98 cubic inches),"In-line three, four-stroke",101.6 x 94.3 mm (4.0 x 3.7 inches),Injection. Multipoint sequential electronic fuel injection,Liquid,5-speed,Shaft drive (cardan)   (final drive),24.00,150/80-17 ,240/50-R16 ,Double disc,Single disc,2294.0,3.0,4.0,101.6,94.3,Injection,1,0,1,0,5.0,0,0,0,1,150.0,80.0,17.0,,,
2294.0 ccm (139.98 cubic inches),"In-line three, four-stroke",101.6 x 94.3 mm (4.0 x 3.7 inches),Injection.  Multipoint sequential electronic fuel injection,Liquid,5-speed,Shaft drive (cardan)   (final drive),23.84,150/80-17 ,240/50-R16 ,Double disc,Single disc,2294.0,3.0,4.0,101.6,94.3,Injection,1,0,1,0,5.0,0,0,0,1,150.0,80.0,17.0,,,
2294.0 ccm (139.98 cubic inches),"In-line three, four-stroke",101.6 x 94.3 mm (4.0 x 3.7 inches),Injection. Multipoint sequential electronic fuel injection,Liquid,5-speed,Shaft drive (cardan)   (final drive),23.84,150/80-17 ,240/50-R16 ,Double disc,Single disc,2294.0,3.0,4.0,101.6,94.3,Injection,1,0,1,0,5.0,0,0,0,1,150.0,80.0,17.0,,,
2294.0 ccm (139.98 cubic inches),"In-line three, four-stroke",101.6 x 94.3 mm (4.0 x 3.7 inches),Injection. Multipoint sequential electonic fuel injection twin butterflies. progressive linkage on primary butterflies,Liquid,5-speed,Shaft drive (cardan)   (final drive),24.00,150/80-R17 ,240/50-R16 ,Double disc,Single disc,2294.0,3.0,4.0,101.6,94.3,Injection,1,0,1,0,5.0,0,0,0,1,,,,,,
2294.0 ccm (139.98 cubic inches),"In-line three, four-stroke",101.6 x 94.3 mm (4.0 x 3.7 inches),Injection.  Multipoint sequential electronic fuel injection,Liquid,5-speed,Shaft drive (cardan)   (final drive),24.00,150/80-17 ,240/50-R16 ,Double disc,Single disc,2294.0,3.0,4.0,101.6,94.3,Injection,1,0,1,0,5.0,0,0,0,1,150.0,80.0,17.0,,,
2294.0 ccm (139.98 cubic inches),"In-line three, four-stroke",101.6 x 94.3 mm (4.0 x 3.7 inches),Injection. Multipoint sequential electronic fuel injection with twin butterflies and progressive linkage on primary butterflies,Liquid,5-speed,Shaft drive (cardan)   (final drive),24.00,150/80-R17 ,240/50-R16 ,"Double disc. Nissin 4-piston fixed calipers, Nissin ABS system","Single disc. Brembo 2-piston floating caliper, Nissin ABS system",2294.0,3.0,4.0,101.6,94.3,Injection,1,0,1,0,5.0,0,0,0,1,,,,,,
2294.0 ccm (139.98 cubic inches),"In-line three, four-stroke",101.6 x 94.3 mm (4.0 x 3.7 inches),Injection. Multipoint sequential electronic fuel injection with twin butterflies and progressive linkage on primary butterflies,Liquid,5-speed,Shaft drive (cardan)   (final drive),23.85,150/80-R17 ,240/50-R16 ,Double disc,Single disc,2294.0,3.0,4.0,101.6,94.3,Injection,1,0,1,0,5.0,0,0,0,1,,,,,,
2294.0 ccm (139.98 cubic inches),"In-line three, four-stroke",101.6 x 101.6 mm (4.0 x 4.0 inches),Injection. Multipoint sequential electronic fuel injection with twin butterflies and progressive linkage on primary butterflies,Liquid,5-speed,Shaft drive (cardan)   (final drive),24.00,150/80-R17 ,240/50-R16 ,"Double disc. Nissin 4-piston fixed calipers, Nissin ABS system.","Single disc. Nissin 4-piston fixed calipers, Nissin ABS system.",2294.0,3.0,4.0,101.6,101.6,Injection,1,0,1,0,5.0,0,0,0,1,,,,,,
2294.0 ccm (139.98 cubic inches),"In-line three, four-stroke",101.6 x 101.6 mm (4.0 x 4.0 inches),Injection. Multipoint sequential electronic fuel injection with twin butterflies and progressive linkage on primary butterflies,Liquid,5-speed,Shaft drive (cardan)   (final drive),24.00,150/80-R17 ,240/50-R16 ,"Double disc. Nissin 4-piston fixed calipers, Nissin ABS system.","Single disc. Nissin 4-piston fixed calipers, Nissin ABS system.",2294.0,3.0,4.0,101.6,101.6,Injection,1,0,1,0,5.0,0,0,0,1,,,,,,
2294.0 ccm (139.98 cubic inches),"In-line three, four-stroke",101.6 x 101.6 mm (4.0 x 4.0 inches),Injection. Multipoint sequential electronic fuel injection with twin butterflies and progressive linkage on primary butterflies,Liquid,5-speed,Shaft drive (cardan)   (final drive),24.00,150/80-R17 ,240/50-R16 ,"Double disc. Nissin 4-piston fixed calipers, Nissin ABS system.","Single disc. Nissin 4-piston fixed calipers, Nissin ABS system.",2294.0,3.0,4.0,101.6,101.6,Injection,1,0,1,0,5.0,0,0,0,1,,,,,,
2294.0 ccm (139.98 cubic inches),"In-line three, four-stroke",101.6 x 101.6 mm (4.0 x 4.0 inches),Injection. Multipoint sequential electronic fuel injection with twin butterflies and progressive linkage on primary butterflies,Liquid,5-speed,Shaft drive (cardan)   (final drive),24.00,150/80-R17 ,240/50-R16 ,"Double disc. Nissin 4-piston fixed calipers, Nissin ABS system.","Single disc. Nissin 4-piston fixed calipers, Nissin ABS system.",2294.0,3.0,4.0,101.6,101.6,Injection,1,0,1,0,5.0,0,0,0,1,,,,,,
2294.0 ccm (139.98 cubic inches),"In-line three, four-stroke",101.6 x 101.6 mm (4.0 x 4.0 inches),Injection. Multipoint sequential electronic fuel injection with twin butterflies and progressive linkage on primary butterflies,Liquid,5-speed,Shaft drive (cardan)   (final drive),24.00,150/80-17 ,240/50-R16 ,Double disc. Nissin 4-piston fixed calipers. ABS system.,Single disc. Nissin 4-piston fixed calipers. ABS system.,2294.0,3.0,4.0,101.6,101.6,Injection,1,0,1,0,5.0,0,0,0,1,150.0,80.0,17.0,,,
