Displacement,Engine type,Bore x stroke,Fuel system,Cooling system,Gearbox,Transmission type,Fuel capacity,Front tire,Rear tire,Front brakes,Rear brakes,displacement_cc,cylinder_count,engine_cycle,bore_mm,stroke_mm,fuel_system_type,fuel_injection,cooling_Air,cooling_Liquid,cooling_Oil & air,gear_count,is_automatic,transmission_Belt   (final drive),transmission_Chain   (final drive),transmission_Shaft drive (cardan)   (final drive),front_tyre_width,front_tyre_aspect,front_tyre_rim,rear_tyre_width,rear_tyre_aspect,rear_tyre_rim
49.9 ccm (3.04 cubic inches),"Single cylinder, two-stroke",40.0 x 39.7 mm (1.6 x 1.6 inches),Carburettor,Liquid,6-speed,Chain   (final drive),7.50,80/90-21 ,110/80-18 ,Single disc,Single disc,49.9,1.0,2.0,40.0,39.7,Carburettor,0,0,1,0,6.0,0,0,1,0,80.0,90.0,21.0,110.0,80.0,18.0
49.9 ccm (3.04 cubic inches),"Single cylinder, two-stroke",40.0 x 39.7 mm (1.6 x 1.6 inches),Carburettor,Liquid,6-speed,Chain   (final drive),7.50,130/80-17 ,130/70-17 ,Single disc,Single disc,49.9,1.0,2.0,40.0,39.7,Carburettor,0,0,1,0,6.0,0,0,1,0,130.0,80.0,17.0,130.0,70.0,17.0
49.9 ccm (3.04 cubic inches),"Single cylinder, two-stroke",40.0 x 39.7 mm (1.6 x 1.6 inches),Carburettor,Liquid,6-speed,Chain   (final drive),7.50,100/80-17 ,130/70-17 ,Single disc,Single disc,49.9,1.0,2.0,40.0,39.7,Carburettor,0,0,1,0,6.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",56.5 x 49.5 mm (2.2 x 1.9 inches),Carburettor. Walbro 30 mm,Air,5-speed,Chain   (final drive),7.00,100/80-17 ,130/70-17 ,Single disc,Single disc. 2-piston caliper,124.0,1.0,4.0,56.5,49.5,Carburettor,0,1,0,0,5.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.5 mm (2.7 x 2.5 inches),Carburettor. Walbro 30 mm,Oil & air,5-speed,Chain   (final drive),7.50,70/100-19 ,100/100-17 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.5,Carburettor,0,0,0,1,5.0,0,0,1,0,70.0,100.0,19.0,100.0,100.0,17.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.5 mm (2.7 x 2.5 inches),Carburettor,Oil & air,5-speed,Chain   (final drive),7.50,70/100-19 ,100/100-17 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.5,Carburettor,0,0,0,1,5.0,0,0,1,0,70.0,100.0,19.0,100.0,100.0,17.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.5 mm (2.7 x 2.5 inches),Carburettor. Walbro 30 mm,Oil & air,5-speed,Chain   (final drive),7.50,70/100-19 ,90/100-16 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.5,Carburettor,0,0,0,1,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",56.0 x 49.5 mm (2.2 x 1.9 inches),Carburettor. 30 mm,Air,5-speed,Chain   (final drive),7.00,70/100-19 ,100/100-17 ,Single disc. 2 piston caliper,Single disc,124.0,1.0,4.0,56.0,49.5,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,100.0,100.0,17.0
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",56.0 x 49.5 mm (2.2 x 1.9 inches),Carburettor. 30 mm,Air,5-speed,Chain   (final drive),7.00,70/100-19 ,100/100-17 ,Single disc. 2 piston caliper,Single disc,124.0,1.0,4.0,56.0,49.5,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,100.0,100.0,17.0
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",56.5 x 49.5 mm (2.2 x 1.9 inches),Carburettor. 30 mm,Air,5-speed,Chain   (final drive),7.00,2.75-19 ,3.25-17 ,Single disc. 2 piston caliper,Single disc,124.0,1.0,4.0,56.5,49.5,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,,,
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",56.5 x 49.5 mm (2.2 x 1.9 inches),Carburettor. 30 mm,Air,5-speed,Chain   (final drive),7.00,2.75-19 ,3.25-17 ,Single disc. 2 piston caliper,Single disc,124.0,1.0,4.0,56.5,49.5,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,,,
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.5 mm (2.7 x 2.5 inches),Carburettor. 30 mm,Oil & air,5-speed,Chain   (final drive),7.50,70/100-19 ,100/100-17 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.5,Carburettor,0,0,0,1,5.0,0,0,1,0,70.0,100.0,19.0,100.0,100.0,17.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.5 mm (2.7 x 2.5 inches),Carburettor. 30 mm,Oil & air,5-speed,Chain   (final drive),7.00,70/100-19 ,100/100-17 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.5,Carburettor,0,0,0,1,5.0,0,0,1,0,70.0,100.0,19.0,100.0,100.0,17.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.2 mm (2.7 x 2.4 inches),Carburettor. 30 mm,Oil & air,5-speed,Chain   (final drive),7.00,70/100-19 ,100/100-17 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.2,Carburettor,0,0,0,1,5.0,0,0,1,0,70.0,100.0,19.0,100.0,100.0,17.0
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",56.0 x 49.5 mm (2.2 x 1.9 inches),Carburettor. 30 mm,Air,5-speed,Chain   (final drive),7.00,70/100-19 ,100/100-17 ,Single disc. 2 piston caliper,Single disc,124.0,1.0,4.0,56.0,49.5,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,100.0,100.0,17.0
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",56.0 x 49.5 mm (2.2 x 1.9 inches),Carburettor. 30 mm,Air,5-speed,Chain   (final drive),7.00,70/100-19 ,100/100-17 ,Single disc. 2 piston caliper,Single disc,124.0,1.0,4.0,56.0,49.5,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,100.0,100.0,17.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.5 mm (2.7 x 2.5 inches),Carburettor. 30mm,Oil & air,5-speed,Chain   (final drive),7.00,70/100-19 ,100/100-17 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.5,Carburettor,0,0,0,1,5.0,0,0,1,0,70.0,100.0,19.0,100.0,100.0,17.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.5 mm (2.7 x 2.5 inches),Carburettor. 30mm,Oil & air,5-speed,Chain   (final drive),7.00,70/100-19 ,100/100-17 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.5,Carburettor,0,0,0,1,5.0,0,0,1,0,70.0,100.0,19.0,100.0,100.0,17.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.2 mm (2.7 x 2.4 inches),Carburettor. 30mm,Oil & air,5-speed,Chain   (final drive),7.00,70/100-19 ,100/100-17 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.2,Carburettor,0,0,0,1,5.0,0,0,1,0,70.0,100.0,19.0,100.0,100.0,17.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.5 mm (2.7 x 2.5 inches),Carburettor. 30 mm,Oil & air,5-speed,Chain   (final drive),7.00,70/100-19 ,90/100-16 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.5,Carburettor,0,0,0,1,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",56.5 x 49.5 mm (2.2 x 1.9 inches),Carburettor. 30 mm,Air,5-speed,Chain   (final drive),7.00,100/80-17 ,130/70-17 ,Single disc. 2-piston caliper,Single disc. Single-piston caliper,124.0,1.0,4.0,56.5,49.5,Carburettor,0,1,0,0,5.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
125.0 ccm (7.63 cubic inches),"Single cylinder, four-stroke",56.5 x 49.5 mm (2.2 x 1.9 inches),Carburettor. 30 mm,Air,5-speed,Chain   (final drive),7.00,100/80-17 ,130/70-17 ,Single disc. 2-piston caliper,Single disc. Single-piston caliper,125.0,1.0,4.0,56.5,49.5,Carburettor,0,1,0,0,5.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.2 mm (2.7 x 2.4 inches),Carburettor. 30 mm,Oil & air,5-speed,Chain   (final drive),7.00,100/80-17 ,130/70-17 ,Single disc. 2-piston caliper,Single disc. Single-piston caliper,233.0,1.0,4.0,69.0,62.2,Carburettor,0,0,0,1,5.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",56.5 x 49.5 mm (2.2 x 1.9 inches),Carburettor. 30 mm,Air,5-speed,Chain   (final drive),7.00,100/80-17 ,130/70-17 ,Single disc,Single disc. 2-piston caliper,124.0,1.0,4.0,56.5,49.5,Carburettor,0,1,0,0,5.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",56.5 x 49.5 mm (2.2 x 1.9 inches),Carburettor. 30 mm,Air,5-speed,Chain   (final drive),7.00,100/80-17 ,130/70-17 ,Single disc,Single disc. 2-piston caliper,124.0,1.0,4.0,56.5,49.5,Carburettor,0,1,0,0,5.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.2 mm (2.7 x 2.4 inches),Carburettor. 30 mm,Oil & air,5-speed,Chain   (final drive),7.00,100/80-17 ,130/70-17 ,Single disc. 2-piston caliper,Single disc. Single-piston caliper,233.0,1.0,4.0,69.0,62.2,Carburettor,0,0,0,1,5.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",56.5 x 49.5 mm (2.2 x 1.9 inches),Carburettor,Air,5-speed,Chain   (final drive),7.50,90/90-21 ,120/90-18 ,Single disc. 2 piston calliper,Single disc. 4 piston calliper,124.0,1.0,4.0,56.5,49.5,Carburettor,0,1,0,0,5.0,0,0,1,0,90.0,90.0,21.0,120.0,90.0,18.0
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",56.0 x 49.5 mm (2.2 x 1.9 inches),Carburettor,Air,5-speed,Chain   (final drive),7.00,90/90-21 ,120/90-18 ,Single disc,Single disc. 2-piston caliper,124.0,1.0,4.0,56.0,49.5,Carburettor,0,1,0,0,5.0,0,0,1,0,90.0,90.0,21.0,120.0,90.0,18.0
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",59.5 x 49.5 mm (2.3 x 1.9 inches),Carburettor. Walbro 30 mm,Air,5-speed,Chain   (final drive),7.50,100/80-17 ,130/70-17 ,Single disc. 2 piston caliper,Single disc. 2 piston caliper,124.0,1.0,4.0,59.5,49.5,Carburettor,0,1,0,0,5.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.5 mm (2.7 x 2.5 inches),Carburettor,Oil & air,5-speed,Chain   (final drive),7.50,90/90-21 ,120/80-18 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.5,Carburettor,0,0,0,1,5.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,18.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.5 mm (2.7 x 2.5 inches),Carburettor,Oil & air,5-speed,Chain   (final drive),7.50,90/90-21 ,120/80-18 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.5,Carburettor,0,0,0,1,5.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,18.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.5 mm (2.7 x 2.5 inches),Carburettor,Oil & air,5-speed,Chain   (final drive),7.50,90/90-21 ,120/80-18 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.5,Carburettor,0,0,0,1,5.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,18.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.5 mm (2.7 x 2.5 inches),Carburettor,Oil & air,5-speed,Chain   (final drive),7.00,100/80-17 ,130/70-17 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.5,Carburettor,0,0,0,1,5.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",56.5 x 49.5 mm (2.2 x 1.9 inches),Carburettor. 30mm,Air,5-speed,Chain   (final drive),7.00,90/90-21 ,120/80-18 ,Single disc. 2-piston caliper,Single disc. Single-piston caliper,124.0,1.0,4.0,56.5,49.5,Carburettor,0,1,0,0,5.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,18.0
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",56.5 x 49.5 mm (2.2 x 1.9 inches),Carburettor. 30mm,Air,5-speed,Chain   (final drive),7.00,90/90-21 ,120/80-18 ,Single disc. 2-piston caliper,Single disc. Single-piston caliper,124.0,1.0,4.0,56.5,49.5,Carburettor,0,1,0,0,5.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,18.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.5 mm (2.7 x 2.5 inches),Carburettor. 30 mm,Oil & air,5-speed,Chain   (final drive),7.50,90/90-21 ,120/80-18 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.5,Carburettor,0,0,0,1,5.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,18.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.5 mm (2.7 x 2.5 inches),Carburettor. 30 mm,Oil & air,5-speed,Chain   (final drive),7.50,90/90-21 ,120/80-18 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.5,Carburettor,0,0,0,1,5.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,18.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.5 mm (2.7 x 2.5 inches),Carburettor. 30 mm,Oil & air,5-speed,Chain   (final drive),7.00,90/90-21 ,120/80-18 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.5,Carburettor,0,0,0,1,5.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,18.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.5 mm (2.7 x 2.5 inches),Carburettor. 30 mm,Oil & air,5-speed,Chain   (final drive),7.00,90/90-21 ,120/80-18 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.5,Carburettor,0,0,0,1,5.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,18.0
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",56.0 x 49.5 mm (2.2 x 1.9 inches),Carburettor. 30 mm,Air,5-speed,Chain   (final drive),7.00,100/80-17 ,130/70-17 ,Single disc. 2-piston calipers,Single disc. Single-piston caliper,124.0,1.0,4.0,56.0,49.5,Carburettor,0,1,0,0,5.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",56.5 x 49.5 mm (2.2 x 1.9 inches),Carburettor. 30 mm,Air,5-speed,Chain   (final drive),7.00,100/80-17 ,130/70-17 ,Single disc. 2-piston calipers,Single disc. Single-piston caliper,124.0,1.0,4.0,56.5,49.5,Carburettor,0,1,0,0,5.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.5 mm (2.7 x 2.5 inches),Carburettor. 30 mm,Oil & air,5-speed,Chain   (final drive),7.00,100/80-17 ,130/70-17 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.5,Carburettor,0,0,0,1,5.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.2 mm (2.7 x 2.4 inches),Carburettor. 30 mm,Oil & air,5-speed,Chain   (final drive),7.00,100/80-17 ,130/70-17 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.2,Carburettor,0,0,0,1,5.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
233.0 ccm (14.22 cubic inches),"Single cylinder, four-stroke",69.0 x 62.5 mm (2.7 x 2.5 inches),Carburettor. 30 mm,Oil & air,5-speed,Chain   (final drive),7.00,90/90-21 ,120/80-18 ,Single disc. 2-piston calipers,Single disc,233.0,1.0,4.0,69.0,62.5,Carburettor,0,0,0,1,5.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,18.0
249.0 ccm (15.19 cubic inches),"Single cylinder, four-stroke",77.0 x 53.6 mm (3.0 x 2.1 inches),Injection. Delphi fuel injection system 34mm,Oil & air,6-speed,Chain   (final drive),7.50,90/90-21 ,120/80-18 ,Single disc,Single disc,249.0,1.0,4.0,77.0,53.6,Injection,1,0,0,1,6.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,18.0
249.0 ccm (15.19 cubic inches),"Single cylinder, four-stroke",77.0 x 53.6 mm (3.0 x 2.1 inches),Injection. Delphi fuel injection system 34mm,Oil & air,6-speed,Chain   (final drive),7.50,90/90-21 ,120/80-18 ,Single disc,Single disc,249.0,1.0,4.0,77.0,53.6,Injection,1,0,0,1,6.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,18.0
249.0 ccm (15.19 cubic inches),"Single cylinder, four-stroke",77.0 x 53.6 mm (3.0 x 2.1 inches),Injection. Delphi fuel injection system 34mm,Oil & air,6-speed,Chain   (final drive),7.50,90/90-21 ,120/80-18 ,Single disc,Single disc,249.0,1.0,4.0,77.0,53.6,Injection,1,0,0,1,6.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,18.0
249.0 ccm (15.19 cubic inches),"Single cylinder, four-stroke",77.0 x 53.6 mm (3.0 x 2.1 inches),Injection. Delphi fuel injection system 34mm,Oil & air,6-speed,Chain   (final drive),7.50,90/90-21 ,120/80-18 ,Single disc. 2-piston,Single disc. Single-piston,249.0,1.0,4.0,77.0,53.6,Injection,1,0,0,1,6.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,18.0
249.0 ccm (15.19 cubic inches),"Single cylinder, four-stroke",77.0 x 53.6 mm (3.0 x 2.1 inches),Injection. Delphi fuel injection system 34mm,Oil & air,6-speed,Chain   (final drive),7.50,90/90-21 ,120/90-18 ,Single disc. 2-piston,Single disc. Single-piston,249.0,1.0,4.0,77.0,53.6,Injection,1,0,0,1,6.0,0,0,1,0,90.0,90.0,21.0,120.0,90.0,18.0
249.0 ccm (15.19 cubic inches),"Single cylinder, four-stroke",77.0 x 53.6 mm (3.0 x 2.1 inches),Injection. Delphi fuel injection system 34mm,Oil & air,6-speed,Chain   (final drive),7.50,90/90-21 ,120/90-18 ,Single disc. 2-piston,Single disc. Single-piston,249.0,1.0,4.0,77.0,53.6,Injection,1,0,0,1,6.0,0,0,1,0,90.0,90.0,21.0,120.0,90.0,18.0
249.0 ccm (15.19 cubic inches),"Single cylinder, four-stroke",77.0 x 53.6 mm (3.0 x 2.1 inches),Injection. Delphi fuel injection system 34mm,Oil & air,6-speed,Chain   (final drive),7.00,90/90-21 ,120/80-18 ,Single disc,Single disc,249.0,1.0,4.0,77.0,53.6,Injection,1,0,0,1,6.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,18.0
249.0 ccm (15.19 cubic inches),"Single cylinder, four-stroke",77.0 x 53.6 mm (3.0 x 2.1 inches),Injection. Delphi fuel injection system 34mm,Oil & air,6-speed,Chain   (final drive),7.00,90/90-21 ,120/80-18 ,Single disc. 2-piston,Single disc. Single-piston,249.0,1.0,4.0,77.0,53.6,Injection,1,0,0,1,6.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,18.0
249.0 ccm (15.19 cubic inches),"Single cylinder, four-stroke",77.0 x 53.6 mm (3.0 x 2.1 inches),Injection. Delphi fuel injection system 34mm,Liquid,6-speed,Chain   (final drive),7.50,100/80-17 ,130/70-17 ,Single disc. 2-piston calipers,Single disc. Single-piston caliper,249.0,1.0,4.0,77.0,53.6,Injection,1,0,1,0,6.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
249.0 ccm (15.19 cubic inches),"Single cylinder, four-stroke",77.0 x 53.6 mm (3.0 x 2.1 inches),Injection. Delphi fuel injection system 34mm,Liquid,6-speed,Chain   (final drive),7.50,100/80-17 ,130/70-17 ,Single disc. 2-piston calipers,Single disc. Single-piston caliper,249.0,1.0,4.0,77.0,53.6,Injection,1,0,1,0,6.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
659.7 ccm (40.25 cubic inches),"Single cylinder, four-stroke",100.0 x 74.4 mm (3.9 x 2.9 inches),Injection. Mikuni,Liquid,5-speed,Chain   (final drive),17.00,90/90-21 ,140/80-18 ,Single disc. 2-piston calipers,Single disc,659.7,1.0,4.0,100.0,74.4,Injection,1,0,1,0,5.0,0,0,1,0,90.0,90.0,21.0,140.0,80.0,18.0
600.0 ccm (36.61 cubic inches),"Single cylinder, four-stroke",100.0 x 76.4 mm (3.9 x 3.0 inches),Injection. Mikuni,Liquid,5-speed,Chain   (final drive),17.00,90/90-21 ,140/80-18 ,Single disc. Brembo 2-piston calipers,Single disc. Brembo single-piston ,600.0,1.0,4.0,100.0,76.4,Injection,1,0,1,0,5.0,0,0,1,0,90.0,90.0,21.0,140.0,80.0,18.0
659.7 ccm (40.25 cubic inches),"Single cylinder, four-stroke",100.0 x 76.4 mm (3.9 x 3.0 inches),Injection. Delphi,Liquid,6-speed,Chain   (final drive),17.00,90/90-21 ,140/80-18 ,Single disc. 2-piston calipers,Single disc. Single-piston caliper,659.7,1.0,4.0,100.0,76.4,Injection,1,0,1,0,6.0,0,0,1,0,90.0,90.0,21.0,140.0,80.0,18.0
659.7 ccm (40.25 cubic inches),"Single cylinder, four-stroke",100.0 x 76.4 mm (3.9 x 3.0 inches),Injection. Delphi,Liquid,6-speed,Chain   (final drive),17.00,90/90-21 ,140/80-18 ,Single disc. 2-piston calipers,Single disc. Single-piston caliper,659.7,1.0,4.0,100.0,76.4,Injection,1,0,1,0,6.0,0,0,1,0,90.0,90.0,21.0,140.0,80.0,18.0
600.0 ccm (36.61 cubic inches),"Single cylinder, four-stroke",100.0 x 76.4 mm (3.9 x 3.0 inches),Injection. Delphi,Liquid,6-speed,Chain   (final drive),17.00,90/90-21 ,140/80-18 ,Single disc. 2-piston calipers,Single disc. Single-piston caliper,600.0,1.0,4.0,100.0,76.4,Injection,1,0,1,0,6.0,0,0,1,0,90.0,90.0,21.0,140.0,80.0,18.0
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",56.5 x 49.5 mm (2.2 x 1.9 inches),"Carburettor. Sheng Wey PD5, 26mm",Air,5-speed,Chain   (final drive),8.00,90/90-21 ,120/80-18 ,Single disc,Single disc,124.0,1.0,4.0,56.5,49.5,Carburettor,0,1,0,0,5.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,18.0
198.2 ccm (12.09 cubic inches),"Single cylinder, four-stroke",69.0 x 53.0 mm (2.7 x 2.1 inches),Carburettor. Walbro,Oil & air,5-speed,Chain   (final drive),8.00,90/90-21 ,120/90-18 ,Single disc,Single disc,198.2,1.0,4.0,69.0,53.0,Carburettor,0,0,0,1,5.0,0,0,1,0,90.0,90.0,21.0,120.0,90.0,18.0
249.0 ccm (15.19 cubic inches),"Single cylinder, four-stroke",77.0 x 53.6 mm (3.0 x 2.1 inches),Injection. Delphi fuel injection system 34mm,Liquid,6-speed,Chain   (final drive),9.50,90/90-21 ,120/80-18 ,Single disc,Single disc,249.0,1.0,4.0,77.0,53.6,Injection,1,0,1,0,6.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,18.0
249.0 ccm (15.19 cubic inches),"Single cylinder, four-stroke",77.0 x 53.6 mm (3.0 x 2.1 inches),"Injection. Delphi, 34mm",Liquid,6-speed,Chain   (final drive),9.50,90/90-21 ,120/80-18 ,Single disc. 2-piston calipers,Single disc. Single piston,249.0,1.0,4.0,77.0,53.6,Injection,1,0,1,0,6.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,18.0
297.6 ccm (18.16 cubic inches),"Single cylinder, four-stroke",77.0 x 53.6 mm (3.0 x 2.1 inches),Injection. Get fuel injection 45mm,Oil & air,6-speed,Chain   (final drive),9.50,90/90-21 ,140/80-18 ,Single disc,Single disc,297.6,1.0,4.0,77.0,53.6,Injection,1,0,0,1,6.0,0,0,1,0,90.0,90.0,21.0,140.0,80.0,18.0
501.0 ccm (30.57 cubic inches),"Single cylinder, four-stroke",97.0 x 67.5 mm (3.8 x 2.7 inches),Injection. Get fuel injection 45mm,Oil & air,6-speed,Chain   (final drive),9.50,90/90-21 ,140/80-18 ,Single disc. 2-piston calipers,Single disc. Single-piston caliper,501.0,1.0,4.0,97.0,67.5,Injection,1,0,0,1,6.0,0,0,1,0,90.0,90.0,21.0,140.0,80.0,18.0
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",54.0 x 54.0 mm (2.1 x 2.1 inches),Carburettor,Air,5-speed,Chain   (final drive),10.00,2.75-18 ,90/90-18 ,Single disc,Expanding brake (drum brake),124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,90.0,90.0,18.0
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",54.0 x 54.0 mm (2.1 x 2.1 inches),Carburettor,Air,5-speed,Chain   (final drive),13.50,110/70-17 ,130/70-17 ,Single disc,Single disc,124.0,1.0,4.0,54.0,54.0,Carburettor,0,1,0,0,5.0,0,0,1,0,110.0,70.0,17.0,130.0,70.0,17.0
124.0 ccm (7.57 cubic inches),"Single cylinder, four-stroke",52.4 x 57.8 mm (2.1 x 2.3 inches),Carburettor,Air,Automatic,Belt   (final drive),4.70,3.50-13 ,3.50-13 ,Single disc,Single disc,124.0,1.0,4.0,52.4,57.8,Carburettor,0,1,0,0,,1,1,0,0,,,,,,
124.6 ccm (7.60 cubic inches),"Twin, four-stroke",44.0 x 40.0 mm (1.7 x 1.6 inches),Carburettor,Liquid,5-speed,Chain   (final drive),8.00,80/90-21 ,160/80-16 ,Double disc,Single disc,124.6,2.0,4.0,44.0,40.0,Carburettor,0,0,1,0,5.0,0,0,1,0,80.0,90.0,21.0,160.0,80.0,16.0
